,order_id,quantity,item_name,choice_description,item_price,choice_1,choice_2,choice_3,choice_4,choice_5,choice_6,choice_7,choice_8,choice_9,choice_10,total_cost
2136,873,1,chicken bowl,Fresh Tomato Salsa  Rice  Black Beans  Cheese,8.75,Fresh Tomato Salsa, Rice, Black Beans, Cheese,Not Specified,Not Specified,Not Specified,Not Specified,Not Specified,Not Specified,8.75
2137,873,1,canned soft drink,Sprite,1.25,Sprite,Not Specified,Not Specified,Not Specified,Not Specified,Not Specified,Not Specified,Not Specified,Not Specified,Not Specified,1.25
2138,873,1,chips and fresh tomato salsa,none,2.95,none,Not Specified,Not Specified,Not Specified,Not Specified,Not Specified,Not Specified,Not Specified,Not Specified,Not Specified,2.95
2139,874,1,steak bowl,Fresh Tomato Salsa  Fajita Vegetables  Rice  Black Beans  Cheese  Sour Cream  Guacamole  Lettuce,11.75,Fresh Tomato Salsa, Fajita Vegetables, Rice, Black Beans, Cheese, Sour Cream, Guacamole, Lettuce,Not Specified,Not Specified,11.75
2140,874,1,bottled water,none,1.5,none,Not Specified,Not Specified,Not Specified,Not Specified,Not Specified,Not Specified,Not Specified,Not Specified,Not Specified,1.5
2141,875,1,chicken bowl,Fresh Tomato Salsa  Mild   Roasted Chili Corn Salsa  Medium   Black Beans  Cheese  Guacamole,10.98,Fresh Tomato Salsa (Mild), Roasted Chili Corn Salsa (Medium), Black Beans, Cheese, Guacamole,Not Specified,Not Specified,Not Specified,Not Specified,Not Specified,10.98
2142,875,1,side of chips,none,1.69,none,Not Specified,Not Specified,Not Specified,Not Specified,Not Specified,Not Specified,Not Specified,Not Specified,Not Specified,1.69
2143,876,1,chips and guacamole,none,4.45,none,Not Specified,Not Specified,Not Specified,Not Specified,Not Specified,Not Specified,Not Specified,Not Specified,Not Specified,4.45
2144,876,1,chicken burrito,Roasted Chili Corn Salsa,8.75,Roasted Chili Corn Salsa,Not Specified,Not Specified,Not Specified,Not Specified,Not Specified,Not Specified,Not Specified,Not Specified,Not Specified,8.75
2145,877,1,chicken bowl,Fresh Tomato Salsa  Rice  Black Beans  Lettuce,8.75,Fresh Tomato Salsa, Rice, Black Beans, Lettuce,Not Specified,Not Specified,Not Specified,Not Specified,Not Specified,Not Specified,8.75
2146,877,1,chicken bowl,Fresh Tomato Salsa  Rice  Pinto Beans  Sour Cream  Cheese  Lettuce,8.75,Fresh Tomato Salsa, Rice, Pinto Beans, Sour Cream, Cheese, Lettuce,Not Specified,Not Specified,Not Specified,Not Specified,8.75
2147,878,1,chicken bowl,Fresh Tomato Salsa  Rice  Cheese  Lettuce,8.75,Fresh Tomato Salsa, Rice, Cheese, Lettuce,Not Specified,Not Specified,Not Specified,Not Specified,Not Specified,Not Specified,8.75
2148,878,1,chips and guacamole,none,4.45,none,Not Specified,Not Specified,Not Specified,Not Specified,Not Specified,Not Specified,Not Specified,Not Specified,Not Specified,4.45
2149,879,1,steak burrito,Tomatillo Red Chili Salsa  Rice  Cheese  Sour Cream,9.25,Tomatillo Red Chili Salsa, Rice, Cheese, Sour Cream,Not Specified,Not Specified,Not Specified,Not Specified,Not Specified,Not Specified,9.25
2150,879,1,veggie burrito,Fresh Tomato Salsa  Fajita Vegetables  Rice  Black Beans  Cheese  Sour Cream,8.75,Fresh Tomato Salsa, Fajita Vegetables, Rice, Black Beans, Cheese, Sour Cream,Not Specified,Not Specified,Not Specified,Not Specified,8.75
2151,879,1,chicken bowl,Fresh Tomato Salsa  Fajita Vegetables  Rice  Black Beans  Cheese  Guacamole,11.25,Fresh Tomato Salsa, Fajita Vegetables, Rice, Black Beans, Cheese, Guacamole,Not Specified,Not Specified,Not Specified,Not Specified,11.25
2152,879,1,chicken bowl,Tomatillo Red Chili Salsa  Rice  Black Beans  Cheese  Sour Cream,8.75,Tomatillo Red Chili Salsa, Rice, Black Beans, Cheese, Sour Cream,Not Specified,Not Specified,Not Specified,Not Specified,Not Specified,8.75
2153,880,1,chips and guacamole,none,3.99,none,Not Specified,Not Specified,Not Specified,Not Specified,Not Specified,Not Specified,Not Specified,Not Specified,Not Specified,3.99
2154,880,1,steak bowl,Roasted Chili Corn Salsa  Medium   Black Beans  Rice  Fajita Veggies  Cheese  Sour Cream  Lettuce,8.99,Roasted Chili Corn Salsa (Medium), Black Beans, Rice, Fajita Veggies, Cheese, Sour Cream, Lettuce,Not Specified,Not Specified,Not Specified,8.99
2155,880,1,chicken burrito,Roasted Chili Corn Salsa  Medium   Black Beans  Rice  Cheese  Sour Cream,8.49,Roasted Chili Corn Salsa (Medium), Black Beans, Rice, Cheese, Sour Cream,Not Specified,Not Specified,Not Specified,Not Specified,Not Specified,8.49
2156,881,1,chicken bowl,Fresh Tomato Salsa  Rice  Black Beans  Sour Cream  Cheese  Guacamole,11.25,Fresh Tomato Salsa, Rice, Black Beans, Sour Cream, Cheese, Guacamole,Not Specified,Not Specified,Not Specified,Not Specified,11.25
2157,881,1,chicken burrito,Fresh Tomato Salsa  Sour Cream  Cheese  Lettuce  Guacamole,11.25,Fresh Tomato Salsa, Sour Cream, Cheese, Lettuce, Guacamole,Not Specified,Not Specified,Not Specified,Not Specified,Not Specified,11.25
2158,881,1,chicken burrito,Fresh Tomato Salsa  Rice  Black Beans,8.75,Fresh Tomato Salsa, Rice, Black Beans,Not Specified,Not Specified,Not Specified,Not Specified,Not Specified,Not Specified,Not Specified,8.75
2159,882,1,chips and guacamole,none,4.45,none,Not Specified,Not Specified,Not Specified,Not Specified,Not Specified,Not Specified,Not Specified,Not Specified,Not Specified,4.45
2160,882,1,chicken bowl,Roasted Chili Corn Salsa  Fajita Vegetables  Rice  Black Beans  Lettuce,8.75,Roasted Chili Corn Salsa, Fajita Vegetables, Rice, Black Beans, Lettuce,Not Specified,Not Specified,Not Specified,Not Specified,Not Specified,8.75
2161,883,1,chips and guacamole,none,4.45,none,Not Specified,Not Specified,Not Specified,Not Specified,Not Specified,Not Specified,Not Specified,Not Specified,Not Specified,4.45
2162,883,1,canned soft drink,Diet Coke,1.25,Diet Coke,Not Specified,Not Specified,Not Specified,Not Specified,Not Specified,Not Specified,Not Specified,Not Specified,Not Specified,1.25
2163,883,1,chicken bowl,Roasted Chili Corn Salsa  Fajita Vegetables  Black Beans  Pinto Beans  Cheese  Lettuce,8.75,Roasted Chili Corn Salsa, Fajita Vegetables, Black Beans, Pinto Beans, Cheese, Lettuce,Not Specified,Not Specified,Not Specified,Not Specified,8.75
2164,884,1,chicken bowl,Tomatillo Red Chili Salsa  Rice  Black Beans  Sour Cream  Cheese  Lettuce,8.75,Tomatillo Red Chili Salsa, Rice, Black Beans, Sour Cream, Cheese, Lettuce,Not Specified,Not Specified,Not Specified,Not Specified,8.75
2165,884,1,bottled water,none,1.5,none,Not Specified,Not Specified,Not Specified,Not Specified,Not Specified,Not Specified,Not Specified,Not Specified,Not Specified,1.5
2166,884,1,chips,none,2.15,none,Not Specified,Not Specified,Not Specified,Not Specified,Not Specified,Not Specified,Not Specified,Not Specified,Not Specified,2.15
2167,885,1,carnitas bowl,Fresh Tomato Salsa  Rice  Fajita Vegetables  Black Beans  Cheese  Lettuce  Guacamole,11.75,Fresh Tomato Salsa, Rice, Fajita Vegetables, Black Beans, Cheese, Lettuce, Guacamole,Not Specified,Not Specified,Not Specified,11.75
2168,885,1,steak burrito,Fresh Tomato Salsa  Rice  Fajita Vegetables  Pinto Beans  Cheese  Lettuce  Guacamole,11.75,Fresh Tomato Salsa, Rice, Fajita Vegetables, Pinto Beans, Cheese, Lettuce, Guacamole,Not Specified,Not Specified,Not Specified,11.75
2169,886,1,steak bowl,Fresh Tomato Salsa  Rice  Cheese  Sour Cream  Guacamole  Lettuce,11.75,Fresh Tomato Salsa, Rice, Cheese, Sour Cream, Guacamole, Lettuce,Not Specified,Not Specified,Not Specified,Not Specified,11.75
2170,886,1,steak bowl,Fresh Tomato Salsa  Rice  Black Beans  Cheese  Sour Cream  Guacamole  Lettuce,11.75,Fresh Tomato Salsa, Rice, Black Beans, Cheese, Sour Cream, Guacamole, Lettuce,Not Specified,Not Specified,Not Specified,11.75
2171,887,1,steak bowl,Fresh Tomato Salsa  Rice  Black Beans  Sour Cream  Cheese  Guacamole,11.75,Fresh Tomato Salsa, Rice, Black Beans, Sour Cream, Cheese, Guacamole,Not Specified,Not Specified,Not Specified,Not Specified,11.75
2172,887,1,bottled water,none,1.5,none,Not Specified,Not Specified,Not Specified,Not Specified,Not Specified,Not Specified,Not Specified,Not Specified,Not Specified,1.5
2173,888,1,chicken burrito,Fresh Tomato Salsa  Rice  Cheese  Sour Cream  Lettuce,8.75,Fresh Tomato Salsa, Rice, Cheese, Sour Cream, Lettuce,Not Specified,Not Specified,Not Specified,Not Specified,Not Specified,8.75
2174,888,1,carnitas soft tacos,Fresh Tomato Salsa  Cheese  Sour Cream  Lettuce,9.25,Fresh Tomato Salsa, Cheese, Sour Cream, Lettuce,Not Specified,Not Specified,Not Specified,Not Specified,Not Specified,Not Specified,9.25
2175,888,1,canned soft drink,Sprite,1.25,Sprite,Not Specified,Not Specified,Not Specified,Not Specified,Not Specified,Not Specified,Not Specified,Not Specified,Not Specified,1.25
2176,888,1,chicken burrito,Fresh Tomato Salsa  Black Beans  Cheese  Sour Cream,8.75,Fresh Tomato Salsa, Black Beans, Cheese, Sour Cream,Not Specified,Not Specified,Not Specified,Not Specified,Not Specified,Not Specified,8.75
2177,888,1,chips,none,2.15,none,Not Specified,Not Specified,Not Specified,Not Specified,Not Specified,Not Specified,Not Specified,Not Specified,Not Specified,2.15
2178,889,1,steak burrito,Roasted Chili Corn Salsa  Medium   Tomatillo-Green Chili Salsa  Medium   Rice  Black Beans  Pinto Beans  Fajita Veggies  Cheese  Sour Cream  Lettuce,8.99,Roasted Chili Corn Salsa (Medium), Tomatillo-Green Chili Salsa (Medium), Rice, Black Beans, Pinto Beans, Fajita Veggies, Cheese, Sour Cream, Lettuce,Not Specified,8.99
2179,889,1,canned soda,Mountain Dew,1.09,Mountain Dew,Not Specified,Not Specified,Not Specified,Not Specified,Not Specified,Not Specified,Not Specified,Not Specified,Not Specified,1.09
2180,890,1,chips and guacamole,none,4.45,none,Not Specified,Not Specified,Not Specified,Not Specified,Not Specified,Not Specified,Not Specified,Not Specified,Not Specified,4.45
2181,890,1,chicken burrito,Roasted Chili Corn Salsa  Rice  Pinto Beans  Cheese  Sour Cream  Guacamole,11.25,Roasted Chili Corn Salsa, Rice, Pinto Beans, Cheese, Sour Cream, Guacamole,Not Specified,Not Specified,Not Specified,Not Specified,11.25
2182,890,1,steak bowl,Roasted Chili Corn Salsa  Rice  Pinto Beans  Cheese  Sour Cream  Guacamole,11.75,Roasted Chili Corn Salsa, Rice, Pinto Beans, Cheese, Sour Cream, Guacamole,Not Specified,Not Specified,Not Specified,Not Specified,11.75
2183,891,1,chips,none,2.15,none,Not Specified,Not Specified,Not Specified,Not Specified,Not Specified,Not Specified,Not Specified,Not Specified,Not Specified,2.15
2184,891,1,chicken bowl,Tomatillo Red Chili Salsa  Rice  Cheese  Sour Cream  Lettuce,8.75,Tomatillo Red Chili Salsa, Rice, Cheese, Sour Cream, Lettuce,Not Specified,Not Specified,Not Specified,Not Specified,Not Specified,8.75
2185,891,1,chicken burrito,Fresh Tomato Salsa  Rice  Black Beans,8.75,Fresh Tomato Salsa, Rice, Black Beans,Not Specified,Not Specified,Not Specified,Not Specified,Not Specified,Not Specified,Not Specified,8.75
2186,892,1,canned soft drink,Lemonade,1.25,Lemonade,Not Specified,Not Specified,Not Specified,Not Specified,Not Specified,Not Specified,Not Specified,Not Specified,Not Specified,1.25
2187,892,1,steak bowl,Fresh Tomato Salsa,9.25,Fresh Tomato Salsa,Not Specified,Not Specified,Not Specified,Not Specified,Not Specified,Not Specified,Not Specified,Not Specified,Not Specified,9.25
2188,892,1,chips,none,2.15,none,Not Specified,Not Specified,Not Specified,Not Specified,Not Specified,Not Specified,Not Specified,Not Specified,Not Specified,2.15
2189,893,1,steak burrito,Tomatillo Green Chili Salsa  Fajita Vegetables  Rice  Cheese  Sour Cream  Guacamole  Lettuce,11.75,Tomatillo Green Chili Salsa, Fajita Vegetables, Rice, Cheese, Sour Cream, Guacamole, Lettuce,Not Specified,Not Specified,Not Specified,11.75
2190,893,1,chicken burrito,Roasted Chili Corn Salsa  Fajita Vegetables  Rice  Sour Cream  Guacamole  Lettuce,11.25,Roasted Chili Corn Salsa, Fajita Vegetables, Rice, Sour Cream, Guacamole, Lettuce,Not Specified,Not Specified,Not Specified,Not Specified,11.25
2191,894,1,veggie burrito,Tomatillo Red Chili Salsa  Fajita Vegetables  Rice  Pinto Beans  Cheese  Lettuce,8.75,Tomatillo Red Chili Salsa, Fajita Vegetables, Rice, Pinto Beans, Cheese, Lettuce,Not Specified,Not Specified,Not Specified,Not Specified,8.75
2192,894,1,veggie burrito,Fresh Tomato Salsa  Fajita Vegetables  Rice  Pinto Beans  Cheese  Guacamole  Lettuce,11.25,Fresh Tomato Salsa, Fajita Vegetables, Rice, Pinto Beans, Cheese, Guacamole, Lettuce,Not Specified,Not Specified,Not Specified,11.25
2193,894,1,chips and guacamole,none,4.45,none,Not Specified,Not Specified,Not Specified,Not Specified,Not Specified,Not Specified,Not Specified,Not Specified,Not Specified,4.45
2194,895,1,chicken burrito,Fresh Tomato Salsa  Mild   Rice  Cheese  Lettuce,8.49,Fresh Tomato Salsa (Mild), Rice, Cheese, Lettuce,Not Specified,Not Specified,Not Specified,Not Specified,Not Specified,Not Specified,8.49
2195,895,1,side of chips,none,1.69,none,Not Specified,Not Specified,Not Specified,Not Specified,Not Specified,Not Specified,Not Specified,Not Specified,Not Specified,1.69
2196,896,1,veggie salad bowl,Roasted Chili Corn Salsa  Fajita Vegetables,8.75,Roasted Chili Corn Salsa, Fajita Vegetables,Not Specified,Not Specified,Not Specified,Not Specified,Not Specified,Not Specified,Not Specified,Not Specified,8.75
2197,896,1,chicken salad bowl,Fresh Tomato Salsa  Pinto Beans  Sour Cream  Cheese,8.75,Fresh Tomato Salsa, Pinto Beans, Sour Cream, Cheese,Not Specified,Not Specified,Not Specified,Not Specified,Not Specified,Not Specified,8.75
2198,897,1,steak burrito,Fresh Tomato Salsa  Mild   Pinto Beans  Rice  Cheese  Sour Cream,8.99,Fresh Tomato Salsa (Mild), Pinto Beans, Rice, Cheese, Sour Cream,Not Specified,Not Specified,Not Specified,Not Specified,Not Specified,8.99
2199,897,1,chicken soft tacos,Fresh Tomato Salsa  Mild   Pinto Beans  Rice  Cheese  Sour Cream,8.49,Fresh Tomato Salsa (Mild), Pinto Beans, Rice, Cheese, Sour Cream,Not Specified,Not Specified,Not Specified,Not Specified,Not Specified,8.49
2200,898,1,steak crispy tacos,Tomatillo Red Chili Salsa  Rice  Pinto Beans  Sour Cream  Cheese  Lettuce,9.25,Tomatillo Red Chili Salsa, Rice, Pinto Beans, Sour Cream, Cheese, Lettuce,Not Specified,Not Specified,Not Specified,Not Specified,9.25
2201,898,1,chicken bowl,Roasted Chili Corn Salsa  Rice  Black Beans  Guacamole,11.25,Roasted Chili Corn Salsa, Rice, Black Beans, Guacamole,Not Specified,Not Specified,Not Specified,Not Specified,Not Specified,Not Specified,11.25
2202,898,1,chips and tomatillo red chili salsa,none,2.95,none,Not Specified,Not Specified,Not Specified,Not Specified,Not Specified,Not Specified,Not Specified,Not Specified,Not Specified,2.95
2203,899,1,chips and guacamole,none,4.45,none,Not Specified,Not Specified,Not Specified,Not Specified,Not Specified,Not Specified,Not Specified,Not Specified,Not Specified,4.45
2204,899,1,steak crispy tacos,Fresh Tomato Salsa  Guacamole,11.75,Fresh Tomato Salsa, Guacamole,Not Specified,Not Specified,Not Specified,Not Specified,Not Specified,Not Specified,Not Specified,Not Specified,11.75
2205,899,1,6 pack soft drink,Coke,6.49,Coke,Not Specified,Not Specified,Not Specified,Not Specified,Not Specified,Not Specified,Not Specified,Not Specified,Not Specified,6.49
2206,900,1,carnitas bowl,Roasted Chili Corn Salsa  Medium   Rice  Guacamole  Lettuce,11.48,Roasted Chili Corn Salsa (Medium), Rice, Guacamole, Lettuce,Not Specified,Not Specified,Not Specified,Not Specified,Not Specified,Not Specified,11.48
2207,900,1,steak bowl,Fresh Tomato Salsa  Mild   Tomatillo-Green Chili Salsa  Medium   Roasted Chili Corn Salsa  Medium   Tomatillo-Red Chili Salsa  Hot   Pinto Beans  Black Beans  Rice  Cheese  Sour Cream,8.99,Fresh Tomato Salsa (Mild), Tomatillo-Green Chili Salsa (Medium), Roasted Chili Corn Salsa (Medium), Tomatillo-Red Chili Salsa (Hot), Pinto Beans, Black Beans, Rice, Cheese, Sour Cream,Not Specified,8.99
2208,901,4,canned soda,Sprite,4.36,Sprite,Not Specified,Not Specified,Not Specified,Not Specified,Not Specified,Not Specified,Not Specified,Not Specified,Not Specified,17.44
2209,901,1,steak burrito,Fresh Tomato Salsa  Mild   Roasted Chili Corn Salsa  Medium   Black Beans  Rice  Sour Cream  Guacamole  Lettuce,11.48,Fresh Tomato Salsa (Mild), Roasted Chili Corn Salsa (Medium), Black Beans, Rice, Sour Cream, Guacamole, Lettuce,Not Specified,Not Specified,Not Specified,11.48
2210,901,1,steak burrito,Fresh Tomato Salsa  Mild   Roasted Chili Corn Salsa  Medium   Black Beans  Rice  Cheese  Lettuce,8.99,Fresh Tomato Salsa (Mild), Roasted Chili Corn Salsa (Medium), Black Beans, Rice, Cheese, Lettuce,Not Specified,Not Specified,Not Specified,Not Specified,8.99
2211,901,1,chicken burrito,Fresh Tomato Salsa  Mild   Rice  Fajita Veggies  Cheese  Sour Cream  Lettuce,8.49,Fresh Tomato Salsa (Mild), Rice, Fajita Veggies, Cheese, Sour Cream, Lettuce,Not Specified,Not Specified,Not Specified,Not Specified,8.49
2212,902,1,carnitas burrito,Fresh Tomato Salsa  Mild   Black Beans  Rice  Cheese  Sour Cream  Guacamole,11.48,Fresh Tomato Salsa (Mild), Black Beans, Rice, Cheese, Sour Cream, Guacamole,Not Specified,Not Specified,Not Specified,Not Specified,11.48
2213,903,1,chicken bowl,Fresh Tomato Salsa  Fajita Vegetables  Rice,8.75,Fresh Tomato Salsa, Fajita Vegetables, Rice,Not Specified,Not Specified,Not Specified,Not Specified,Not Specified,Not Specified,Not Specified,8.75
2214,903,1,chips,none,2.15,none,Not Specified,Not Specified,Not Specified,Not Specified,Not Specified,Not Specified,Not Specified,Not Specified,Not Specified,2.15
2215,903,1,bottled water,none,1.5,none,Not Specified,Not Specified,Not Specified,Not Specified,Not Specified,Not Specified,Not Specified,Not Specified,Not Specified,1.5
2216,904,1,barbacoa burrito,Roasted Chili Corn Salsa  Medium   Tomatillo-Red Chili Salsa  Hot   Black Beans  Rice  Cheese  Sour Cream,8.99,Roasted Chili Corn Salsa (Medium), Tomatillo-Red Chili Salsa (Hot), Black Beans, Rice, Cheese, Sour Cream,Not Specified,Not Specified,Not Specified,Not Specified,8.99
2217,904,1,side of chips,none,1.69,none,Not Specified,Not Specified,Not Specified,Not Specified,Not Specified,Not Specified,Not Specified,Not Specified,Not Specified,1.69
2218,905,1,chicken bowl,Fresh Tomato Salsa  Rice  Black Beans  Cheese  Sour Cream  Guacamole,11.25,Fresh Tomato Salsa, Rice, Black Beans, Cheese, Sour Cream, Guacamole,Not Specified,Not Specified,Not Specified,Not Specified,11.25
2219,905,1,canned soft drink,Nestea,1.25,Nestea,Not Specified,Not Specified,Not Specified,Not Specified,Not Specified,Not Specified,Not Specified,Not Specified,Not Specified,1.25
2220,906,1,carnitas soft tacos,Tomatillo Red Chili Salsa  Rice  Cheese  Sour Cream  Lettuce,9.25,Tomatillo Red Chili Salsa, Rice, Cheese, Sour Cream, Lettuce,Not Specified,Not Specified,Not Specified,Not Specified,Not Specified,9.25
2221,906,1,barbacoa soft tacos,Tomatillo Red Chili Salsa  Rice  Cheese  Sour Cream  Lettuce,9.25,Tomatillo Red Chili Salsa, Rice, Cheese, Sour Cream, Lettuce,Not Specified,Not Specified,Not Specified,Not Specified,Not Specified,9.25
2222,907,1,chicken soft tacos,Roasted Chili Corn Salsa  Rice  Cheese,8.75,Roasted Chili Corn Salsa, Rice, Cheese,Not Specified,Not Specified,Not Specified,Not Specified,Not Specified,Not Specified,Not Specified,8.75
2223,907,1,steak soft tacos,Roasted Chili Corn Salsa  Black Beans  Sour Cream  Lettuce,9.25,Roasted Chili Corn Salsa, Black Beans, Sour Cream, Lettuce,Not Specified,Not Specified,Not Specified,Not Specified,Not Specified,Not Specified,9.25
2224,907,2,chips and guacamole,none,8.9,none,Not Specified,Not Specified,Not Specified,Not Specified,Not Specified,Not Specified,Not Specified,Not Specified,Not Specified,17.8
2225,907,1,chips,none,2.15,none,Not Specified,Not Specified,Not Specified,Not Specified,Not Specified,Not Specified,Not Specified,Not Specified,Not Specified,2.15
2226,907,1,barbacoa bowl,Fresh Tomato Salsa  Rice  Fajita Vegetables  Black Beans  Sour Cream,9.25,Fresh Tomato Salsa, Rice, Fajita Vegetables, Black Beans, Sour Cream,Not Specified,Not Specified,Not Specified,Not Specified,Not Specified,9.25
2227,908,1,chicken burrito,Fresh Tomato Salsa  Mild   Pinto Beans  Rice  Fajita Veggies  Cheese  Sour Cream  Guacamole  Lettuce,10.98,Fresh Tomato Salsa (Mild), Pinto Beans, Rice, Fajita Veggies, Cheese, Sour Cream, Guacamole, Lettuce,Not Specified,Not Specified,10.98
2228,908,1,chicken burrito,Tomatillo-Red Chili Salsa  Hot   Pinto Beans  Rice  Fajita Veggies  Cheese  Lettuce,8.49,Tomatillo-Red Chili Salsa (Hot), Pinto Beans, Rice, Fajita Veggies, Cheese, Lettuce,Not Specified,Not Specified,Not Specified,Not Specified,8.49
2229,909,1,chicken bowl,Tomatillo Green Chili Salsa  Rice  Pinto Beans  Sour Cream  Lettuce,8.75,Tomatillo Green Chili Salsa, Rice, Pinto Beans, Sour Cream, Lettuce,Not Specified,Not Specified,Not Specified,Not Specified,Not Specified,8.75
2230,909,1,barbacoa burrito,Tomatillo Red Chili Salsa  Rice  Cheese  Lettuce,9.25,Tomatillo Red Chili Salsa, Rice, Cheese, Lettuce,Not Specified,Not Specified,Not Specified,Not Specified,Not Specified,Not Specified,9.25
2231,909,2,chips,none,4.3,none,Not Specified,Not Specified,Not Specified,Not Specified,Not Specified,Not Specified,Not Specified,Not Specified,Not Specified,8.6
2232,910,1,barbacoa soft tacos,Tomatillo Red Chili Salsa  Rice  Pinto Beans  Cheese  Sour Cream,9.25,Tomatillo Red Chili Salsa, Rice, Pinto Beans, Cheese, Sour Cream,Not Specified,Not Specified,Not Specified,Not Specified,Not Specified,9.25
2233,910,1,chicken bowl,Fresh Tomato Salsa,8.75,Fresh Tomato Salsa,Not Specified,Not Specified,Not Specified,Not Specified,Not Specified,Not Specified,Not Specified,Not Specified,Not Specified,8.75
2234,911,1,chicken burrito,Roasted Chili Corn Salsa  Rice  Black Beans  Cheese,8.75,Roasted Chili Corn Salsa, Rice, Black Beans, Cheese,Not Specified,Not Specified,Not Specified,Not Specified,Not Specified,Not Specified,8.75
2235,911,1,chips,none,2.15,none,Not Specified,Not Specified,Not Specified,Not Specified,Not Specified,Not Specified,Not Specified,Not Specified,Not Specified,2.15
2236,911,1,canned soft drink,Diet Coke,1.25,Diet Coke,Not Specified,Not Specified,Not Specified,Not Specified,Not Specified,Not Specified,Not Specified,Not Specified,Not Specified,1.25
2237,912,1,chicken bowl,Fresh Tomato Salsa  Fajita Vegetables  Rice  Lettuce,8.75,Fresh Tomato Salsa, Fajita Vegetables, Rice, Lettuce,Not Specified,Not Specified,Not Specified,Not Specified,Not Specified,Not Specified,8.75
2238,912,1,canned soft drink,Lemonade,1.25,Lemonade,Not Specified,Not Specified,Not Specified,Not Specified,Not Specified,Not Specified,Not Specified,Not Specified,Not Specified,1.25
2239,912,1,chicken bowl,Roasted Chili Corn Salsa  Rice  Black Beans  Cheese  Sour Cream  Lettuce,8.75,Roasted Chili Corn Salsa, Rice, Black Beans, Cheese, Sour Cream, Lettuce,Not Specified,Not Specified,Not Specified,Not Specified,8.75
2240,912,2,chips and fresh tomato salsa,none,5.9,none,Not Specified,Not Specified,Not Specified,Not Specified,Not Specified,Not Specified,Not Specified,Not Specified,Not Specified,11.8
2241,913,1,carnitas bowl,Fresh Tomato Salsa  Rice  Black Beans  Cheese  Lettuce,9.25,Fresh Tomato Salsa, Rice, Black Beans, Cheese, Lettuce,Not Specified,Not Specified,Not Specified,Not Specified,Not Specified,9.25
2242,913,1,veggie salad bowl,Fresh Tomato Salsa  Fajita Vegetables  Rice  Pinto Beans  Cheese  Lettuce,8.75,Fresh Tomato Salsa, Fajita Vegetables, Rice, Pinto Beans, Cheese, Lettuce,Not Specified,Not Specified,Not Specified,Not Specified,8.75
2243,913,1,carnitas burrito,Fresh Tomato Salsa  Rice  Pinto Beans  Cheese,9.25,Fresh Tomato Salsa, Rice, Pinto Beans, Cheese,Not Specified,Not Specified,Not Specified,Not Specified,Not Specified,Not Specified,9.25
2244,913,1,chips and guacamole,none,4.45,none,Not Specified,Not Specified,Not Specified,Not Specified,Not Specified,Not Specified,Not Specified,Not Specified,Not Specified,4.45
2245,914,1,steak bowl,Roasted Chili Corn Salsa  Rice  Cheese  Sour Cream  Lettuce,9.25,Roasted Chili Corn Salsa, Rice, Cheese, Sour Cream, Lettuce,Not Specified,Not Specified,Not Specified,Not Specified,Not Specified,9.25
2246,914,1,steak bowl,Tomatillo Green Chili Salsa  Rice  Black Beans  Cheese  Sour Cream  Guacamole  Lettuce,11.75,Tomatillo Green Chili Salsa, Rice, Black Beans, Cheese, Sour Cream, Guacamole, Lettuce,Not Specified,Not Specified,Not Specified,11.75
2247,915,2,canned soft drink,Coke,2.5,Coke,Not Specified,Not Specified,Not Specified,Not Specified,Not Specified,Not Specified,Not Specified,Not Specified,Not Specified,5.0
2248,915,1,steak bowl,Fresh Tomato Salsa  Rice,9.25,Fresh Tomato Salsa, Rice,Not Specified,Not Specified,Not Specified,Not Specified,Not Specified,Not Specified,Not Specified,Not Specified,9.25
2249,915,1,chips,none,2.15,none,Not Specified,Not Specified,Not Specified,Not Specified,Not Specified,Not Specified,Not Specified,Not Specified,Not Specified,2.15
2250,916,1,steak bowl,Tomatillo Green Chili Salsa  Rice  Pinto Beans  Cheese  Lettuce,9.25,Tomatillo Green Chili Salsa, Rice, Pinto Beans, Cheese, Lettuce,Not Specified,Not Specified,Not Specified,Not Specified,Not Specified,9.25
2251,916,1,bottled water,none,1.5,none,Not Specified,Not Specified,Not Specified,Not Specified,Not Specified,Not Specified,Not Specified,Not Specified,Not Specified,1.5
2252,916,1,canned soft drink,Coke,1.25,Coke,Not Specified,Not Specified,Not Specified,Not Specified,Not Specified,Not Specified,Not Specified,Not Specified,Not Specified,1.25
2253,916,1,veggie burrito,Roasted Chili Corn Salsa  Rice  Black Beans  Cheese  Sour Cream  Guacamole  Lettuce,11.25,Roasted Chili Corn Salsa, Rice, Black Beans, Cheese, Sour Cream, Guacamole, Lettuce,Not Specified,Not Specified,Not Specified,11.25
2254,916,1,chips and tomatillo red chili salsa,none,2.95,none,Not Specified,Not Specified,Not Specified,Not Specified,Not Specified,Not Specified,Not Specified,Not Specified,Not Specified,2.95
2255,916,1,chicken bowl,Fresh Tomato Salsa  Fajita Vegetables  Rice  Lettuce,8.75,Fresh Tomato Salsa, Fajita Vegetables, Rice, Lettuce,Not Specified,Not Specified,Not Specified,Not Specified,Not Specified,Not Specified,8.75
2256,916,1,chicken soft tacos,Fresh Tomato Salsa  Fajita Vegetables  Cheese  Lettuce,8.75,Fresh Tomato Salsa, Fajita Vegetables, Cheese, Lettuce,Not Specified,Not Specified,Not Specified,Not Specified,Not Specified,Not Specified,8.75
